Reference,Institution_Name,Address_1,Postcode,Email,Institution_Type,Latitude,Longitude,Pupil_Teacher_Ratio,Number_Pupils_2015
4CA0442,Rockmount Day Nursery,67 Dromore Road,BT24 8HS,,VP Pre-schools,54.40113,-5.91702,,0
3BB0608,Roddensvale Early Years Project,Roddensvale Special School,BT40 1PU,,VP Pre-schools,54.85657,-5.82195,,0
3316514,Roddensvale Special School,THE RODDENS,BT40 1PU,info@roddensvaless.larne.ni.sch.uk,Special school,54.85657,-5.82195,6.59,0
2AB0532,Roe Valley Community Playgroup,17 Rathbeg Drive,BT49 0BB,,VP Pre-schools,55.04691,-6.94395,,0
2066665,Roe Valley Integrated Primary School,153 ROE MILL ROAD,BT49 9EX,info@roevalleyips.limavady.ni.sch.uk,Primary school,55.03966,-6.95054,21.25,170
2032723,Roscavey Primary School,136 CLOGHERNY ROAD,BT79 0RE,info@roscaveyps.beragh.ni.sch.uk,Primary school,54.50795,-7.15933,18.67,56
2030364,Rosemount Primary School,18 HELEN STREET,BT48 9DD,info@rosemount.derry.ni.sch.uk,Primary school,55.00012,-7.33566,21.81,288
1010157,Rosetta Primary School,21-23 KNOCKBREDA ROAD,BT6 0JA,info@rosetta.belfast.ni.sch.uk,Primary school,54.57015,-5.91118,20.3,223
2AB0078,Roslea Cross Community Playgroup,Community Centre,BT92 7DD,,VP Pre-schools,54.23866,-7.17201,,0
2316662,Rossmar Special School,2 Ballyquin Road,BT49 9ET,info@rossmar.limavady.ni.sch.uk,Special school,55.04349,-6.94433,5.44,0
3310018,Rosstulla Special School,2-12 JORDONSTOWN ROAD,BT37 0QF,info@rosstullass.newtownabbey.ni.sch.uk,Special school,54.68204,-5.88479,8.95,0
3BB0536,Round Tower Community Playgroup,Round Tower Integrated Primary School,BT41 2TH,,VP Pre-schools,54.73438,-6.21721,,0
3056248,Round Tower Integrated Primary School,DURNISH ROAD,BT41 2TH,info@roundtowerips.antrim.ni.sch.uk,Primary school,54.73438,-6.21721,21.15,275
2AB0074,Roundabout Playgroup,8 Beech Road,BT47 4QB,,VP Pre-schools,54.95253,-6.96945,,0
4066682,Rowandale Integrated Primary School,18 Clarehill Road,BT67 OPB,info@rowandaleips.moira.ni.sch.uk,Primary school,54.47731,-6.21367,24,216
5620263,Royal School,COLLEGE HILL,BT61 9DG,info@royalschool.armagh.ni.sch.uk,Preparatory Schools,54.35064,-6.64806,15.67,47
2230298,Sacred Heart College,KEVLIN ROAD,BT78 1LG,info@shc.omagh.ni.sch.uk,Secondary (non-grammar) school,54.59435,-7.30601,14.28,837
5420076,Sacred Heart Grammar School,10 ASHGROVE AVENUE,BT34 1PR,info@sacredheart.newry.ni.sch.uk,Secondary (grammar) school,54.18871,-6.32735,16.26,854
1036471,Sacred Heart Primary School,31-51 OLDPARK AVENUE,BT14 6HH,info@sacredheartboys.belfast.ni.sch.uk,Primary school,54.61602,-5.9482,18.22,133
2032721,Sacred Heart Primary School,6 LETFERN AVENUE,BT78 1LA,info@sacredheartps.omagh.ni.sch.uk,Primary school,54.53765,-7.29507,19.76,83
2036259,Sacred Heart Primary School,10 TRENCH ROAD,BT47 2DT,info@sacredheart.derry.ni.sch.uk,Primary school,54.98409,-7.30668,24.63,394
4036133,Sacred Heart Primary School,27 MAIN STREET,BT33 0LU,info@sacredheartps.newcastle.ni.sch.uk,Primary school,54.26102,-5.84167,14.5,58
5036136,Sacred Heart Primary School,TULLYODONNELL ROAD,BT70 3JE,info@rock.dungannon.ni.sch.uk,Primary school,54.59874,-6.83405,17.33,101
4CA0626,Safe 'n' Sound Day Nursery,43 Crabtree Road,BT24 8RH,,VP Pre-schools,54.38171,-5.86721,,0
4210063,Saintfield High School,21 COMBER ROAD,BT24 7BB,info@saintfield.saintfield.ni.sch.uk,Secondary (non-grammar) school,54.46407,-5.8293,15.95,370
5066578,Saints & Scholars Int Primary School,31 KILLUNEY PARK,BT61 9HG,info@saintsandscholars.armagh.ni.sch.uk,Primary school,54.35209,-6.62925,22.97,208
1116160,Sandbrook Nursery School,WELLWOOD AVENUE,BT4 1NG,info@sandbrookns.belfast.ni.sch.uk,Nursery school,54.60526,-5.88067,20.8,0
3BB0619,Sandelford Pre-School (Special School),4 Rugby Avenue,BT52 1JL,,VP Pre-schools,55.12131,-6.6546,,0
3316512,Sandelford Special School,4 RUGBY AVENUE,BT52 1JL,info@sandelfordss.coleraine.ni.sch.uk,Special school,55.12131,-6.6546,6.49,0
4BB0474,Saul Cross Community Playgroup,38 St Patrick's Road,BT30 7JQ,,VP Pre-schools,54.35036,-5.64959,,0
5011664,Scarva Primary School,80 MAIN STREET,BT63 6NS,info@scarvaps.scarva.ni.sch.uk,Primary school,54.32905,-6.36189,17.05,75
1046641,Scoil An Droichid,22 COOKE STREET,BT7 2EP,info@scoilandroichid.belfast.ni.sch.uk,Primary school,54.58844,-5.92313,16.35,128
4046600,Scoil na Fuiseoige,40 GARDENMORE ROAD,BT17 0DF,info@scoilnafuiseoigetwinbrook.belfast.ni.sch.uk,Primary school,54.55122,-6.02458,17.16,127
5AA0190,Scotwell House Playgroup,Scotwell House,BT60 4DJ,scotwell@hotmail.co.uk,VP Pre-schools,54.34428,-6.66809,,0
5046137,Seagoe Primary School,83 SEAGOE ROAD,BT63 5HS,info@seagoe.portadown.ni.sch.uk,Primary school,54.4356,-6.42459,24.41,294
5136629,Seaview Nursery School,61 GT. GEORGE'S ST,BT34 3NF,info@seaviewns.warrenpoint.ni.sch.uk,Nursery school,54.09871,-6.2521,26,0
1010266,Seaview Primary School,SEAVIEW DRIVE,BT15 3NB,info@seaview.belfast.ni.sch.uk,Primary school,54.62653,-5.92859,23.29,385
3030899,Seaview Primary School,11 NEW ROAD,BT44 0AA,info@seaviewps.glenarm.ni.sch.uk,Primary school,54.96798,-5.95215,14.29,33
3AB0124,See-Saw Playgroup,MOSSIDE COMMUNITY CENTRE -,BT53 8QU,,VP Pre-schools,55.1545,-6.4067,,0
4BB0495,Seymour Hill Pre-School Playgroup,c/o Seymour Hill PS,BT17 9QX,,VP Pre-schools,54.5421,-6.01069,,0
4010882,Seymour Hill Primary School,2C HAZEL AVENUE,BT17 9QX,info@seymourhillps.lisburn.ni.sch.uk,Primary school,54.5421,-6.01069,18.47,229
1110038,Shaftesbury Nursery School,23-25 PERCY STREET,BT13 2HS,info@shaftesburyns.belfast.ni.sch.uk,Nursery school,54.60278,-5.94472,26,0
4260281,Shimna Integrated College,THE LAWNFIELD,BT33 0HD,info@shimna.newcastle.ni.sch.uk,Secondary (non-grammar) school,54.20286,-5.89506,14.35,597
3016005,Silverstream Primary School,MOYARD GARDENS,BT38 8XD,info@silverstreamps.carrickfergus.ni.sch.uk,Primary school,54.69297,-5.86837,21.36,115
2016442,Sion Mills Primary School,WEST VIEW TERRACE,BT82 9HP,info@sionmills.strabane.ni.sch.uk,Primary school,54.78338,-7.47484,21.55,217
3056231,Six Mile Integrated Primary School,RATHENRAW ESTATE STILES WAY,BT41 2TA,info@sixmileips.antrim.ni.sch.uk,Primary school,54.72098,-6.18896,15.33,85
3260289,Slemish College,147A LARNE ROAD,BT42 3HA,info@slemish.ballymena.ni.sch.uk,Secondary (non-grammar) school,54.85403,-6.26578,14.64,756
3AB0138,Slievegallion Community Pre-School,62C Longfield Road,BT45 5LS,,VP Pre-schools,54.76564,-6.70372,,0
2AB0457,Smallfry Community Playgroup,Killyshambally,BT94 4RY,,VP Pre-schools,54.29603,-7.46728,,0
4016123,Spa Primary School,59 BALLYMAGLAVE ROAD,BT24 8QB,info@spaps.ballynahinch.ni.sch.uk,Primary school,54.3758,-5.89704,23.68,180
3260303,Sperrin Integrated College,39 POUND ROAD,BT45 6NR,info@sperrin.magherafelt.ni.sch.uk,Secondary (non-grammar) school,54.75807,-6.59415,14.6,492
5316523,Sperrinview Special School,8 COALISLAND ROAD,BT71 6FA,info@sperrinview.dungannon.ni.sch.uk,Special school,54.51637,-6.76294,5.45,0
3066613,Spires Integrated Primary School,84 MONEYMORE ROAD,BT45 6HH,info@spiresips.mfelt.ni.sch.uk,Primary school,54.74288,-6.61951,21.86,188
1010221,Springfield Primary School,425 SPRINGFIELD ROAD,BT12 7DJ,info@springfield.belfast.ni.sch.uk,Primary school,54.60137,-5.96919,20.71,174
1BB0531,Springfield Primary School Playgroup,C/O Springfield Primary School,BT12 7DJ,smenabney205@c2kni.net,VP Pre-schools,54.60137,-5.96919,,0
1BB0018,Springhill Playgroup,Springhill Primary School,BT13 3NH,spaul594@yahoo.co.uk,VP Pre-schools,54.60382,-5.98094,,0
1010307,Springhill Primary School,247 BALLYGOMARTIN ROAD,BT13 3NH,info@springhill.belfast.ni.sch.uk,Primary school,54.60382,-5.98094,18.38,147
2AA0348,Squirrels Montessori Nursery,29 Rossorry Church Road,BT74 7HB,,VP Pre-schools,54.34729,-7.65294,,0
2230166,St Aidan's High School,138 MAIN STREET DERRYLIN,BT92 9LD,info@staidans.derrylin.ni.sch.uk,Secondary (non-grammar) school,54.19203,-7.56409,12.28,178
2033708,St Aidan's Primary School Magilligan,552 SEACOAST ROAD,BT49 0LL,info@staidansps.limavady.ni.sch.uk,Primary school,55.152,-6.91155,17.67,53
4033306,St Aloysius Primary School,7 BALLINDERRY ROAD,BT28 1TB,info@staloysiusps.lisburn.ni.sch.uk,Primary school,54.5099,-6.06617,21.31,401
1030868,St Anne's Primary School,50 KINGSWAY,BT10 0NE,info@stannes.belfast.ni.sch.uk,Primary school,54.55381,-5.99555,24.81,841
2036069,St Anne's Primary School,32-40 UPPER NASSAU STREET,BT48 0EY,info@stannes.derry.ni.sch.uk,Primary school,55.0048,-7.33421,23.6,472
3030898,St Anne's Primary School,3 RESERVOIR ROAD,BT44 9JE,info@stannesps.ballymena.ni.sch.uk,Primary school,55.03016,-6.29374,16,64
4033008,St Anne's Primary School,9 MILLISLE ROAD,BT21 0HY,info@stannesps.donaghadee.ni.sch.uk,Primary school,54.63901,-5.53505,15.31,45
3136332,St Anthony's Nursery School,43 FAIRWAY,BT40 2BG,info@stanthonysns.larne.ni.sch.uk,Nursery school,54.85452,-5.83799,26,0
3030900,St Anthony's Primary School,43 FAIRWAY,BT40 2BG,info@stanthonysps.larne.ni.sch.uk,Primary school,54.85433,-5.83634,20.45,90
5031184,St Anthony's Primary School,TULLYGALLY ROAD,BT65 5BL,info@stanthonys.craigavon.ni.sch.uk,Primary school,54.44968,-6.36825,21.25,602
3230308,St Benedict's College,5 CRAIGSTOWN ROAD,BT41 2AF,info@stbenedicts.randalstown.ni.sch.uk,Secondary (non-grammar) school,54.75103,-6.30919,16.82,370
1136228,St Bernadette's Nursery School,GLENALINA ROAD,BT12 7JG,info@stbernadettesns.belfast.ni.sch.uk,Nursery school,54.59523,-5.98322,26,0
2AB0040,St Bernadette's Playgroup,65A ROSSKEEN PARK,BT48 0RH,,VP Pre-schools,55.01532,-7.35268,,0
4AB0381,St Bernard's Pre-School Education Centre,St Bernard's Parish c/o St Bernard's Primary School -,BT6 0LS,,VP Pre-schools,54.56775,-5.90043,,0
3AB0258,St Bernard's Pre-School Playgroup,165 Antrim Road,BT36 7QR,,VP Pre-schools,54.66771,-5.95106,,0
3033313,St Bernard's Primary School,112A ELMFIELD ROAD,BT36 6DW,info@stbernardsps.newtownabbey.ni.sch.uk,Primary school,54.6688,-5.95051,22.9,558
4031676,St Bernard's Primary School,WYNCHURCH WALK,BT6 0JS,info@stbernardsps.belfast.ni.sch.uk,Primary school,54.56775,-5.90043,26.38,422
5036101,St Brendan's Primary School,MOYRAVERTY WEST ROAD,BT65 5HS,info@stbrendans.craigavon.ni.sch.uk,Primary school,54.43765,-6.36474,23.79,418
1036075,St Bride's Primary School,36 DERRYVOLGIE AVENUE,BT9 6FP,info@stbrides.belfast.ni.sch.uk,Primary school,54.57904,-5.94375,23.22,821
5031169,St Brigid's (Drumilly) Primary School,17 CARROWBANE ROAD,BT35 7QL,info@stbrigids.drumilly.ni.sch.uk,Primary school,54.18888,-6.45204,20.74,111
2230225,St Brigid's College,1 GLENGALLIAGH ROAD,BT48 8DU,info@stbrigids.derry.ni.sch.uk,Secondary (non-grammar) school,55.0262,-7.31815,12.58,561
2BB0593,St Brigid's Pre-School Centre,4 Lenagh Road,BT79 7PT,,VP Pre-schools,54.64771,-7.16971,,0
2032573,St Brigid's Primary School,114 ALTAMUSKIN ROAD,BT79 9JA,info@stbrigidspsalt.omagh.ni.sch.uk,Primary school,54.52682,-7.08683,16.75,67
2032662,St Brigid's Primary School,4 LENAGH ROAD,BT79 7PT,info@stbrigidsps.mountfield.ni.sch.uk,Primary school,54.64771,-7.16971,17.22,31
2032685,St Brigid's Primary School,223 GLENELLY ROAD,BT79 8LR,info@stbrigidsp.cranagh.ni.sch.uk,Primary school,54.7802,-7.08464,13.5,27
3030890,St Brigid's Primary School,6 LOUGHILL ROAD,BT44 9LT,info@stbrigidsps.ballymena.ni.sch.uk,Primary school,55.0004,-6.33195,16.52,76
3033326,St Brigid's Primary School,CASTLE STREET,BT53 6JX,info@stbrigidsps.ballymoney.ni.sch.uk,Primary school,55.06628,-6.51997,19.44,210
3036103,St Brigid's Primary School,52 MAYOGALL ROAD,BT45 8PG,info@stbrigidsps.magherafelt.ni.sch.uk,Primary school,54.83832,-6.59365,22.73,256
3036679,St Brigid's Primary School,Broughshane Road,BT43 7DZ,info@stbrigidsprimaryschool.ballymena.ni.sch.uk,Primary school,54.87637,-6.26731,22.61,407
4033040,St Brigid's Primary School,22 RATHKELTAIR ROAD,BT30 6NL,info@stbrigidps.downpatrick.ni.sch.uk,Primary school,54.33426,-5.70599,22.67,272
5031163,St Brigid's Primary School,63 GLASSDRUMMAN ROAD,BT35 9DY,info@stbrigids.glassdrummond.ni.sch.uk,Primary school,54.07189,-6.53882,20.11,181
5032698,St Brigid's Primary School,166 MOUNTJOY ROAD,BT71 5DY,info@stbrigids.mountjoy.ni.sch.uk,Primary school,54.55822,-6.60396,23,138
5032727,St Brigid's Primary School,11 DUNROE ROAD,BT77 0ED,info@stbrigids.augher.ni.sch.uk,Primary school,54.4273,-7.13017,7.48,19
3032018,St Brigid's Primary School Tirkane,130 TIRKANE ROAD,BT46 5NH,info@stbrigidsps.maghera.ni.sch.uk,Primary school,54.8688,-6.70965,21.18,191
2036142,St Brigid's Primary/NurserySchool,3 GLENGALLIAGH ROAD,BT48 8BZ,info@stbrigidsps.derry.ni.sch.uk,Primary school,55.02538,-7.31698,18.42,309
5036673,St Bronagh's Primary School,42 Church Street,BT34 3DY,info@stbronaghsps.rostrevor.ni.sch.uk,Primary school,54.10236,-6.19663,22.34,179
2032694,St Caireall's Primary School,36 TRIENAMONGAN ROAD,BT81 7XF,info@stcaireallsps.castlederg.ni.sch.uk,Primary school,54.68901,-7.70325,18.7,84
2032263,St Canice's Primary School,34 GLENEDRA ROAD,BT47 4TW,info@stcanicesps.derry.ni.sch.uk,Primary school,54.88649,-7.00871,21.48,116
2036045,St Canice's Primary School,11 CURRAGH ROAD,BT47 4SE,info@stcanices.dungiven.ni.sch.uk,Primary school,54.92231,-6.91358,22.5,288
4031485,St Caolan's Primary School,7 DARRAGH CROSS,BT24 7EQ,info@darraghcrossps.ballynahinch.ni.sch.uk,Primary school,54.44963,-5.76392,17,68
5230218,St Catherine's College,2A CONVENT ROAD,BT60 4BG,info@stcatherines.armagh.ni.sch.uk,Secondary (non-grammar) school,54.34902,-6.66229,15.18,1130
2036703,St Catherine???s Primary School,c/o Parochial House,BT82 8HD,info@stcatherinesps.strabane.ni.sch.uk,Primary school,54.82404,-7.4588,20.65,415
2230188,St Cecilia's College,Bligh's Lane,BT48 9PJ,info@stcecilias.derry.ni.sch.uk,Secondary (non-grammar) school,54.99457,-7.33658,13.89,821
5230152,St Ciaran's High School,15 TULLYBRYAN ROAD,BT70 2LY,info@stciarans.ballygawley.ni.sch.uk,Secondary (non-grammar) school,54.45721,-7.03899,16.27,803
3036268,St Ciaran's Primary School,132 LAYDE ROAD,BT44 0NJ,info@stciaransps.Cushendun.ni.sch.uk,Primary school,55.11983,-6.0554,17.67,53
1036630,St Clare's Primary School,323 CUPAR STREET,BT13 2SE,info@stclares.belfast.ni.sch.uk,Primary school,54.60102,-5.96065,17.57,433
5036634,St Clare???s Abbey Primary School,1 High Street,BT34 1HD,info@stclaresabbey.newry.ni.sch.uk,Primary school,54.1743,-6.3349,21.17,453
4230223,St Colm's High School,70 SUMMERHILL DRIVE,BT17 0BT,info@stcolms.lisburn.ni.sch.uk,Secondary (non-grammar) school,54.55187,-6.01714,11.86,446
3230132,St Colm's High School Draperstown,2 MAGHERAFELT ROAD,BT45 7AF,info@stcolmshigh.draperstown.ni.sch.uk,Secondary (non-grammar) school,54.79393,-6.77963,14.23,431
5036400,St Colman's (Bann) Primary School,10 DRUMNASCAMPH ROAD,BT63 6DU,info@stcolmans.bann.ni.sch.uk,Primary school,54.3815,-6.30964,22.69,118
5420062,St Colman's College,46 ARMAGH ROAD,BT35 6PP,info@stcolmans.newry.ni.sch.uk,Secondary (grammar) school,54.19006,-6.34165,16.49,897
4230161,St Colman's High and Sixth Form College,52 CROSSGAR ROAD,BT24 8XR,info@stcolmans.ballynahinch.ni.sch.uk,Secondary (non-grammar) school,54.40432,-5.88687,16.54,430
4033307,St Colman's Primary School,109 QUEENSWAY,BT27 4QS,info@stcolmansps.lisburn.ni.sch.uk,Primary school,54.53151,-6.03163,23.06,392
5036000,St Colman's Primary School,47 GALLOWS STREET,BT25 1BD,info@stcolmans.dromore.ni.sch.uk,Primary school,54.41681,-6.14795,22.39,103
5036545,St Colman's Primary School,5 GREENCASTLE ROAD,BT34 4DE,info@stcolmanskilkeel.kilkeel.ni.sch.uk,Primary school,54.05908,-6.01154,20.9,209
5036572,St Colman's Primary School,43 SHEEPTOWN ROAD,BT34 2LA,info@stcolmans.saval.ni.sch.uk,Primary school,54.19565,-6.28944,19.31,197
5036061,St Colman's Primary School and All Saints' Nursery Unit,24 MONTEITH ROAD,BT32 5LS,info@stcolmans.annaclone.ni.sch.uk,Primary school,54.30073,-6.19176,21.56,177
4230102,St Colmcille's High School,1 KILLYLEAGH ROAD,BT30 9EY,info@stcolmcilles.crossgar.ni.sch.uk,Secondary (non-grammar) school,54.39752,-5.75314,16.75,285
4136211,St Colmcille's Nursery School,30 KILLOUGH ROAD,BT30 6PX,info@stcolmcillesns.downpatrick.ni.sch.uk,Nursery school,54.31731,-5.71271,26,0
1AB0306,St Colmcille's Pre-School Playgroup,191 Upper Newtownards Road,BT4 3JB,lorrainedoherty@btconnect.com,VP Pre-schools,54.59506,-5.87128,,0
2032737,St Colmcille's Primary School,2 Rockstown Road,BT79 9BE,info@stcolmcilles.carrickmore.ni.sch.uk,Primary school,54.59959,-7.0463,21.4,295
2036082,St Colmcille's Primary School,23 MAIN STREET,BT47 4HR,info@stcolmcilles.claudy.ni.sch.uk,Primary school,54.91198,-7.16025,21.09,232
3036666,St Colmcille's Primary School,Cullybackey Road,BT43 5DG,info@stcolmcillesps.ballymena.ni.sch.uk,Primary school,54.86972,-6.28553,27.28,371
4036182,St Colmcille's Primary School,68A GLEBETOWN DRIVE,BT30 6PZ,info@stcolmcillesps.downpatrick.ni.sch.uk,Primary school,54.31652,-5.71334,16,208
3BB0369,St Colum's Pre-School Centre,St Colum's Primary School,BT55 7EF,,VP Pre-schools,55.18304,-6.7151,,0
3032231,St Colum's Primary School,24 LEVER ROAD,BT55 7EF,info@stcolumsps.portstewart.ni.sch.uk,Primary school,55.18304,-6.7151,20.88,167
2420054,St Columb's College,23 BUNCRANA ROAD,BT48 8NH,info@stcolumbs.derry.ni.sch.uk,Secondary (grammar) school,55.02236,-7.32945,17.59,1508
3032205,St Columb's Primary School (Cullion),70 INISCARN ROAD,BT45 5NQ,info@stcolumbsps.magherafelt.ni.sch.uk,Primary school,54.76419,-6.71301,20,88
4230067,St Columba's College,2 BALLYPHILIP ROAD,BT22 1RB,info@stcolumbas.portaferry.ni.sch.uk,Secondary (non-grammar) school,54.38492,-5.53872,11.27,187
3BB0595,St Columba's Pre-School Group,3 Agivey Road,BT51 5UT,,VP Pre-schools,54.95633,-6.5553,,0
2032730,St Columba's Primary School,86 BELLSPARK ROAD,BT82 9QY,info@stcolumbasps.strabane.ni.sch.uk,Primary school,54.79443,-7.53581,23.83,139
2036247,St Columba's Primary School,2 DUNCASTLE ROAD,BT47 2QS,info@stcolumbasps.newbuildings.ni.sch.uk,Primary school,54.95392,-7.35292,16.5,64
3032202,St Columba's Primary School,79 BOLERAN ROAD,BT51 5EQ,info@stcolumbasps.garvagh.ni.sch.uk,Primary school,55.01986,-6.73757,17.41,92
3032268,St Columba's Primary School,84 SIXTOWNS ROAD,BT45 7BB,info@stcolumbasps.magherafelt.ni.sch.uk,Primary school,54.7814,-6.80878,23.29,163
3036147,St Columba's Primary School,3 AGIVEY ROAD,BT51 5UT,info@stcolumbasps.coleraine.ni.sch.uk,Primary school,54.95633,-6.5553,20.19,220
5230059,St Columban's College,127 NEWCASTLE ROAD,BT34 4NL,info@stcolumbans.kilkeel.ni.sch.uk,Secondary (non-grammar) school,54.07188,-5.98351,9.29,156
2036213,St Columban's Primary School,66 LATTONE ROAD,BT93 5DS,info@stcolumbansps.belcoo.ni.sch.uk,Primary school,54.30113,-7.87828,20.4,101
4230107,St Columbanus' College,BALLYMACONNELL ROAD,BT20 5PU,info@stcolumbanuscollege.bangor.ni.sch.uk,Secondary (non-grammar) school,54.6615,-5.63351,15.74,617
3AB0351,St Comgall's Playgroup,c/o Parochial House,BT41 4HP,,VP Pre-schools,54.71951,-6.22006,,0
4AB0166,St Comgall's Pre-School Education Centre,St Comgall's Parish Centre,BT20 3DS,,VP Pre-schools,54.65787,-5.68085,,0
3030832,St Comgall's Primary School,1 BALLYMENA ROAD,BT41 4JG,info@stcomgallsps.antrim.ni.sch.uk,Primary school,54.72059,-6.22022,22.4,529
4036146,St Comgall's Primary School,25 BRUNSWICK ROAD,BT20 3DS,info@stcomgallps.bangor.ni.sch.uk,Primary school,54.6578,-5.67959,23,299
2230190,St Comhghall's College,38 NUTFIELD ROAD DERRYREE,BT92 0LA,info@stcomhghalls.lisnaskea.ni.sch.uk,Secondary (non-grammar) school,54.26235,-7.45166,15.03,490
2036116,St Conor's Primary School,109 BROOKMOUNT ROAD,BT78 5JQ,info@stconors.omagh.ni.sch.uk,Primary school,54.59689,-7.32642,24.12,384
5036583,St Dallan's Primary School,20 CLONALLAN ROAD,BT34 3RP,info@stdallans.warrenpoint.ni.sch.uk,Primary school,54.10482,-6.24806,23.15,500
2036258,St Davog's Primary School,14 BOA ISLAND ROAD,BT93 3FJ,info@stdavogsps.belleek.ni.sch.uk,Primary school,54.48318,-8.08849,19.2,96
1420029,St Dominic's High School,135-137 FALLS ROAD,BT12 6AE,info@stdominics.belfast.ni.sch.uk,Secondary (grammar) school,54.59488,-5.95796,16.13,1031
2036186,St Dympna's Primary School,2 Old Creamery Road,BT78 3GA,info@stdympnasps.dromore.ni.sch.uk,Primary school,54.51352,-7.45627,29.14,204
2036473,St Eithne's Primary School,26 SPRINGTOWN ROAD,BT48 0LT,info@eithnes.primary.ni.sch.uk,Primary school,55.01276,-7.35004,21.05,400
3032271,St Eoghan's Primary School,51 MONEYNEANY ROAD,BT45 7DZ,info@steoghansps.magherafelt.ni.sch.uk,Primary school,54.82113,-6.83949,20.33,122
2230180,St Eugene's College,ROSLEA,BT92 7AF,info@steugenes.roslea.ni.sch.uk,Secondary (non-grammar) school,54.2378,-7.17175,5.33,56
2032682,St Eugene's Primary School,58 FYFIN ROAD,BT82 9JH,info@steugenesps.strabane.ni.sch.uk,Primary school,54.75862,-7.45828,17.94,59
2032688,St Eugene's Primary School,40 DUNBREEN VIEW ROAD,BT79 7SN,info@steugenesps.omagh.ni.sch.uk,Primary school,54.6769,-7.28328,8.44,20
2036555,St Eugene's Primary School,4 FRANCIS STREET,BT48 7DS,info@steugenes.derry.ni.sch.uk,Primary school,54.99954,-7.32778,20.13,135
2230099,St Fanchea's College,21Coa Road,BT74 4AD,info@stfancheascollege.enniskillen.ni.sch.uk,Secondary (non-grammar) school,54.35386,-7.61516,14.61,336
4BB0469,St Finian's Playgroup,St Finian's Primary School,BT23 7AD,,VP Pre-schools,54.59556,-5.69356,,0
4033017,St Finian's Primary School,37-39 ANN STREET,BT23 7AD,info@stfiniansps.newtownards.ni.sch.uk,Primary school,54.59556,-5.69356,18.25,146
2036149,St Finlough's Primary School Sistrakeel,138 TARTNAKELLY ROAD,BT49 9JL,info@stfinloughsps.sistrakeel.ni.sch.uk,Primary school,55.01337,-7.04104,22.94,78
5036610,St Francis of Assisi Primary School,24 MADDEN ROW,BT60 3RW,info@stfrancisofassisi.keady.ni.sch.uk,Primary school,54.24985,-6.70633,17.79,151
5036633,St Francis Primary School,28 FRANCIS ST,BT66 6DN,info@stfrancis.lurgan.ni.sch.uk,Primary school,54.46337,-6.35047,22.47,748
4031531,St Francis' Primary School,18 CHAPEL LANE,BT31 9PQ,info@drumaroadps.castlewellan.ni.sch.uk,Primary school,54.32275,-5.89818,16.07,90
